200, 673.530918, 677.930505
400, 673.530918, 675.673980
600, 672.108451, 673.426623
800, 670.785360, 670.140494
1000, 670.785360, 666.033897
1200, 670.073178, 666.033897
1400, 670.073178, 666.033897
1600, 669.022225, 666.033897
1800, 667.687826, 665.661633
2000, 667.687826, 665.661633
2200, 665.480053, 664.583725
2400, 665.480053, 662.555034
2600, 665.480053, 662.555034
2800, 662.883951, 662.555034
3000, 662.883951, 662.555034
3200, 662.883951, 662.555034
3400, 659.388362, 661.083420
3600, 659.388362, 660.555749
3800, 659.388362, 660.555749
4000, 658.812249, 660.555749
4200, 658.812249, 660.555749
4400, 658.812249, 660.555749
4600, 658.812249, 659.925909
4800, 658.812249, 659.087907
5000, 658.812249, 658.689837
5200, 658.589319, 658.689837
5400, 658.589319, 658.689837
5600, 658.589319, 658.689837
5800, 658.589319, 658.689837
6000, 658.589319, 658.689837
6200, 658.589319, 658.689837
6400, 658.301270, 658.689837
6600, 658.301270, 658.689837
6800, 658.146760, 658.689837
7000, 658.146760, 658.689837
7200, 658.146760, 656.690236
7400, 658.121088, 656.690236
7600, 658.121088, 654.665496
7800, 655.679291, 654.665496
8000, 655.679291, 654.665496
8200, 655.679291, 654.665496
8400, 654.666454, 654.665496
8600, 654.666454, 654.665496
8800, 654.666454, 654.665496
9000, 654.666454, 654.665496
9200, 654.666454, 654.665496
9400, 654.666454, 654.665496
9600, 654.666454, 654.665496
9800, 654.666454, 654.665496
10000, 654.666454, 654.665496
10200, 654.666454, 654.665496
10400, 654.666454, 654.665496
10600, 654.666454, 654.665496
10800, 654.666454, 654.665496
11000, 654.666454, 654.416043
11200, 654.666454, 654.416043
11400, 654.299150, 654.416043
11600, 654.299150, 654.416043
11800, 654.299150, 652.265966
12000, 654.299150, 652.265966
12200, 654.299150, 652.265966
12400, 653.863045, 652.265966
12600, 653.704180, 652.111220
12800, 653.704180, 652.111220
13000, 653.175105, 652.111220
13200, 653.175105, 652.111220
13400, 653.175105, 652.111220
13600, 651.729308, 652.111220
13800, 651.729308, 652.111220
14000, 651.729308, 652.111220
14200, 651.729308, 652.111220
14400, 651.130204, 650.694247
14600, 651.130204, 650.694247
14800, 651.130204, 650.150145
15000, 651.130204, 650.150145
15200, 650.287925, 650.150145
15400, 650.287925, 650.150145
15600, 650.287925, 650.150145
15800, 650.287925, 650.150145
16000, 649.251074, 650.150145
16200, 649.251074, 650.150145
16400, 646.715622, 649.472291
16600, 646.715622, 649.472291
16800, 646.715622, 649.472291
17000, 646.715622, 649.472291
17200, 646.715622, 649.152160
17400, 646.715622, 649.152160
17600, 646.247165, 649.152160
17800, 646.247165, 648.031250
18000, 646.247165, 647.133184
18200, 646.247165, 644.436830
18400, 645.042530, 644.436830
18600, 645.042530, 644.436830
18800, 644.272836, 644.418637
19000, 642.929428, 644.418637
19200, 642.929428, 644.418637
19400, 642.929428, 644.418637
19600, 642.929428, 643.247650
19800, 642.547214, 643.247650
20000, 642.547214, 643.247650
20200, 642.547214, 643.247650
20400, 640.632787, 643.247650
20600, 640.437976, 643.105307
20800, 640.437976, 641.303685
21000, 640.437976, 641.303685
21200, 640.437976, 641.303685
21400, 640.295156, 640.767982
21600, 640.295156, 640.767982
21800, 640.295156, 640.767982
22000, 639.835677, 640.767982
22200, 639.434086, 640.767982
22400, 639.434086, 640.767982
22600, 639.178941, 640.767982
22800, 639.178941, 640.767982
23000, 639.178941, 640.571368
23200, 637.890717, 640.571368
23400, 637.890717, 640.571368
23600, 637.592827, 640.571368
23800, 637.301764, 640.571368
24000, 636.969511, 639.928677
24200, 636.969511, 639.928677
24400, 636.384255, 639.928677
24600, 635.731825, 639.928677
24800, 635.731825, 638.798269
25000, 635.227886, 638.798269
25200, 634.856057, 638.798269
25400, 629.193598, 638.798269
25600, 629.193598, 638.783970
25800, 629.193598, 638.783970
26000, 629.193598, 638.783970
26200, 629.193598, 637.762436
26400, 629.193598, 637.762436
26600, 629.193598, 637.762436
26800, 629.193598, 637.762436
27000, 629.193598, 637.762436
27200, 629.193598, 637.762436
27400, 629.193598, 637.762436
27600, 629.193598, 636.775868
27800, 629.193598, 636.775868
28000, 627.126929, 636.775868
28200, 627.126929, 635.143470
28400, 627.126929, 635.143470
28600, 627.126929, 635.143470
28800, 627.126929, 635.143470
29000, 627.126929, 635.143470
29200, 627.126929, 634.900785
29400, 627.126929, 634.497894
29600, 627.126929, 633.999981
29800, 626.762504, 633.999981
30000, 626.762504, 633.213442
30200, 626.762504, 633.213442
30400, 626.762504, 633.213442
30600, 626.762504, 633.213442
30800, 625.466244, 630.739878
31000, 625.466244, 630.739878
31200, 625.466244, 629.953043
31400, 624.248291, 629.953043
31600, 624.248291, 629.573030
31800, 624.248291, 629.573030
32000, 624.248291, 629.573030
32200, 623.997182, 629.573030
32400, 623.997182, 629.510569
32600, 623.922335, 628.913415
32800, 623.922335, 628.452806
33000, 623.922335, 627.609277
33200, 623.183109, 627.609277
33400, 622.366534, 627.396535
33600, 622.366534, 627.100430
33800, 622.366534, 627.100430
34000, 622.118364, 627.100430
34200, 621.528522, 626.827839
34400, 621.528522, 626.827839
34600, 620.639325, 626.505013
34800, 620.639325, 626.405853
35000, 620.639325, 624.700598
35200, 620.307986, 624.700598
35400, 620.307986, 624.700598
35600, 620.307986, 624.700598
35800, 619.705860, 624.700598
36000, 619.705860, 624.557458
36200, 618.966652, 624.557458
36400, 618.966652, 624.557458
36600, 618.966652, 624.557458
36800, 618.268967, 624.555252
37000, 618.268967, 623.968830
37200, 618.268967, 623.126975
37400, 618.268967, 623.126975
37600, 618.268967, 623.126975
37800, 617.939807, 623.126975
38000, 617.939807, 623.069741
38200, 617.939807, 622.258119
38400, 617.370998, 622.245001
38600, 617.370998, 622.080998
38800, 617.370998, 622.080998
39000, 617.157913, 621.535005
39200, 617.157913, 621.535005
39400, 617.157913, 621.535005
39600, 617.157913, 621.063942
39800, 616.749031, 621.063942
40000, 615.972562, 620.699008
40200, 615.972562, 620.699008
40400, 615.972562, 620.699008
40600, 615.972562, 620.699008
40800, 615.972562, 620.699008
41000, 614.910434, 620.277157
41200, 614.910434, 620.150120
41400, 614.902310, 619.787062
41600, 614.902310, 619.787062
41800, 614.902310, 619.651412
42000, 614.902310, 619.414917
42200, 614.854256, 619.414917
42400, 614.854256, 619.098150
42600, 614.647030, 619.098150
42800, 614.647030, 619.098150
43000, 614.553172, 619.098150
43200, 614.553172, 619.098150
43400, 614.206859, 618.829048
43600, 614.206859, 618.142334
43800, 614.206859, 618.142334
44000, 614.025925, 618.142334
44200, 614.025925, 618.142334
44400, 614.025925, 618.142334
44600, 614.025925, 618.142334
44800, 613.441313, 617.840012
45000, 613.441313, 617.818646
45200, 613.441313, 617.818646
45400, 613.441313, 617.818646
45600, 613.097502, 617.818646
45800, 612.870254, 617.760996
